CampaignID,GoalAmount,RaisedAmount,DurationDays,NumBackers,Category,LaunchMonth,Country,Currency,OwnerExperience,VideoIncluded,SocialMediaPresence,NumUpdates,IsSuccessful
CID_01380,53526,33281.05303,85,572,Music,February,USA,CAD,4,No,58530,19,0
CID_01381,52652,73412.56406,78,414,Film,April,Germany,CAD,18,No,26320,45,1
CID_01382,12278,6853.108884,60,39,Music,June,Canada,AUD,6,No,22668,12,0
CID_01383,81479,91065.92119,29,988,Art,October,UK,GBP,11,No,91643,44,1
CID_01384,90387,91743.35976,74,1380,Art,March,Germany,GBP,16,Yes,36261,47,1
CID_01385,62184,64686.18453,82,824,Music,October,Germany,GBP,8,Yes,88998,4,1
CID_01386,20186,25115.83998,69,1384,Games,March,Germany,AUD,7,No,5982,42,1
CID_01387,42658,29697.34545,72,242,Art,September,UK,AUD,3,No,71620,41,0
CID_01388,43270,55118.48445,46,1673,Art,July,Germany,CAD,11,Yes,67909,44,1
CID_01389,82518,116097.5849,73,13,Film,November,USA,EUR,19,No,39793,40,1
CID_01390,38744,55728.9838,26,274,Film,February,UK,CAD,3,Yes,47805,49,1
CID_01391,5946,8853.199125,56,1301,Music,December,USA,GBP,7,Yes,73536,8,1
CID_01392,21594,12374.5261,34,915,Technology,June,Germany,EUR,4,Yes,99087,15,0
CID_01393,86364,47002.8847,20,998,Music,October,UK,USD,10,No,40292,24,0
CID_01394,19746,17893.62214,81,1600,Music,November,Germany,EUR,3,No,16553,27,0
CID_01395,44384,55581.19357,67,818,Music,August,UK,EUR,6,No,20009,24,1
CID_01396,97658,117063.2955,52,1202,Music,October,UK,GBP,5,No,58228,11,1
CID_01397,19495,23477.80435,42,624,Games,February,USA,EUR,14,Yes,12670,47,1
CID_01398,34876,46702.02061,54,1569,Art,August,UK,AUD,5,No,14731,2,1
CID_01399,64539,42707.16034,16,1487,Games,May,USA,AUD,14,No,77659,1,0
CID_01400,99744,105843.8174,30,362,Games,April,USA,GBP,4,No,63067,10,1
CID_01401,24755,26183.00049,75,801,Technology,July,Australia,EUR,7,Yes,67731,6,1
CID_01402,40304,33166.04858,25,1024,Film,August,Canada,USD,3,No,26937,37,0
CID_01403,85968,60349.38721,23,141,Film,September,Canada,GBP,16,Yes,13224,40,0
CID_01404,2350,1695.726852,47,955,Film,January,Australia,EUR,12,Yes,46953,7,0
CID_01405,44192,25473.27181,27,1518,Music,March,USA,GBP,12,Yes,739,37,0
CID_01406,52323,48279.35798,54,1026,Film,September,UK,CAD,11,No,20021,28,0
CID_01407,77696,48677.55765,42,1557,Art,March,Germany,GBP,1,Yes,38382,35,0
CID_01408,63561,78002.80539,37,1997,Technology,July,Germany,AUD,8,No,74869,46,1
CID_01409,87033,47179.54714,56,346,Film,December,Australia,CAD,7,Yes,21357,14,0
CID_01410,61205,56522.39749,53,1487,Music,April,USA,GBP,18,No,27775,22,0
CID_01411,3680,4754.962768,25,1258,Games,May,Canada,EUR,5,Yes,95633,5,1
CID_01412,91760,62358.3179,51,496,Technology,April,Germany,CAD,1,No,34416,24,0
CID_01413,48072,70299.56511,24,1974,Technology,January,Australia,USD,6,No,85267,1,1
CID_01414,51201,34812.55943,18,133,Art,November,USA,GBP,7,No,50626,33,0
CID_01415,91934,50355.20124,66,1643,Music,January,UK,EUR,0,No,4837,4,0
CID_01416,66292,60738.45315,57,396,Music,January,Canada,GBP,18,Yes,64483,45,0
CID_01417,34912,27404.00556,77,146,Art,July,Australia,CAD,2,Yes,40567,9,0
CID_01418,12094,8783.518044,88,743,Games,February,Germany,GBP,10,Yes,41730,40,0
CID_01419,30466,37437.64174,25,459,Art,February,UK,CAD,1,Yes,5073,45,1
CID_01420,80584,112557.3148,33,1006,Technology,October,Germany,USD,15,Yes,91821,18,1
CID_01421,65535,94671.79783,80,1795,Music,February,Australia,EUR,0,No,41505,30,1
CID_01422,38621,49229.45487,38,1983,Music,September,Canada,GBP,9,Yes,4636,46,1
CID_01423,31524,35311.22505,70,1194,Games,September,Canada,GBP,5,Yes,18452,19,1
CID_01424,67528,96310.07798,55,854,Technology,December,Canada,CAD,4,Yes,72292,29,1
CID_01425,29827,27530.36507,46,1380,Technology,September,Australia,CAD,6,No,92321,36,0
CID_01426,95963,101235.2642,39,737,Technology,August,Germany,CAD,14,No,50818,37,1
CID_01427,78322,47438.41276,83,1443,Games,August,Canada,CAD,2,No,47388,15,0
CID_01428,47591,59653.62649,40,460,Film,May,Australia,EUR,11,No,95977,15,1
CID_01429,13727,16016.91275,86,1643,Music,June,UK,EUR,10,No,96133,27,1
CID_01430,23747,12436.12044,77,953,Games,March,Canada,GBP,17,Yes,11773,28,0
CID_01431,35397,20390.50275,59,753,Technology,April,UK,EUR,0,No,58989,3,0
CID_01432,43023,45370.54056,20,1291,Art,August,Germany,USD,12,Yes,88123,37,1
CID_01433,85385,47358.84464,19,1501,Games,January,Canada,CAD,13,Yes,16634,22,0
CID_01434,96763,143552.0701,43,25,Games,August,USA,USD,2,No,82735,30,1
CID_01435,56811,75230.78511,58,1038,Film,September,USA,GBP,9,No,98902,48,1
CID_01436,34175,47033.66219,80,1546,Film,October,USA,USD,15,Yes,28039,36,1
CID_01437,2338,3288.21873,15,1670,Music,July,Germany,EUR,2,No,49521,32,1
CID_01438,41521,27758.6748,53,1188,Film,October,Germany,USD,9,No,44081,7,0
CID_01439,42279,43081.94576,66,1826,Technology,July,USA,GBP,8,Yes,36917,31,1
CID_01440,75942,47043.80174,26,1936,Games,January,Germany,EUR,0,No,11073,31,0
CID_01441,91828,99711.2058,73,496,Art,February,USA,GBP,19,No,64620,17,1
CID_01442,37315,19219.32799,18,187,Music,June,USA,CAD,0,No,39399,25,0
CID_01443,71774,46832.29415,49,1414,Music,June,Germany,EUR,5,No,22670,26,0
CID_01444,46688,53983.44348,64,504,Games,September,USA,AUD,0,No,89567,7,1
CID_01445,79722,54896.93137,53,1670,Art,February,Australia,CAD,10,No,19298,0,0
CID_01446,5295,2948.908405,52,961,Film,March,Canada,EUR,17,Yes,11204,17,0
CID_01447,96098,133134.009,25,554,Film,August,Australia,EUR,14,No,32047,29,1
CID_01448,31486,27415.68771,71,365,Music,July,Australia,CAD,12,No,26838,22,0
CID_01449,48267,46538.9808,83,1214,Music,July,USA,CAD,2,No,82724,26,0
CID_01450,92901,107504.2776,67,678,Games,April,Germany,EUR,8,No,60227,46,1
CID_01451,32128,16739.35491,73,695,Art,May,Canada,EUR,11,Yes,16741,10,0
CID_01452,72329,54585.26783,65,551,Art,January,Australia,GBP,1,No,6092,0,0
CID_01453,95707,79419.84932,69,946,Games,June,USA,CAD,18,No,63387,14,0
CID_01454,13480,10080.93319,71,652,Music,January,Australia,EUR,19,No,68651,44,0
CID_01455,21918,16119.47725,58,490,Film,September,Australia,GBP,10,Yes,87516,7,0
CID_01456,47889,56736.97182,45,747,Film,July,USA,GBP,6,Yes,85533,17,1
CID_01457,85615,56284.62022,75,604,Games,March,Australia,EUR,15,Yes,90570,47,0
CID_01458,8011,4945.28046,21,251,Art,March,USA,CAD,11,No,80612,34,0
CID_01459,75442,84171.29219,16,113,Technology,November,Canada,EUR,19,No,91516,39,1
CID_01460,14477,18897.39202,42,629,Technology,September,UK,CAD,7,Yes,62841,20,1
CID_01461,92893,129741.4391,47,1222,Technology,June,USA,EUR,18,No,2389,26,1
CID_01462,28934,30798.27554,23,314,Games,February,Australia,EUR,15,Yes,49439,47,1
CID_01463,33986,21698.70582,17,591,Music,May,USA,USD,8,Yes,78345,14,0
CID_01464,91643,47401.31548,80,624,Technology,September,Canada,EUR,17,Yes,22002,9,0
CID_01465,56477,40163.09728,27,1081,Games,June,Australia,AUD,17,No,68311,34,0
CID_01466,18450,19941.06809,60,1850,Games,September,UK,USD,18,Yes,55016,15,1
CID_01467,91628,104853.3668,29,721,Art,February,UK,AUD,15,No,82105,16,1
CID_01468,72665,92542.59085,23,438,Technology,July,USA,GBP,17,No,3748,26,1
CID_01469,62836,39551.24628,88,1913,Games,April,Germany,GBP,19,Yes,92704,47,0
CID_01470,54983,43167.92136,29,622,Music,March,Canada,GBP,15,No,54572,36,0
CID_01471,23351,34355.93865,57,1197,Film,December,Canada,CAD,13,Yes,27786,13,1
CID_01472,62511,41945.83771,29,1674,Technology,August,Canada,USD,0,Yes,72206,33,0
CID_01473,88834,115246.4362,25,41,Technology,April,USA,CAD,0,Yes,91505,11,1
CID_01474,15018,8739.629483,62,928,Games,December,Australia,CAD,8,Yes,28971,26,0
CID_01475,55061,37603.59271,34,416,Music,July,Australia,EUR,16,Yes,90417,36,0
CID_01476,90055,101662.7886,18,1645,Technology,June,Australia,CAD,8,Yes,27864,30,1
CID_01477,4826,4736.682109,66,1533,Music,June,USA,EUR,15,Yes,52781,6,0
CID_01478,85774,92736.27607,42,450,Games,April,UK,EUR,0,Yes,50354,32,1
CID_01479,53786,40004.16956,60,959,Art,November,Australia,GBP,15,No,50800,38,0
CID_01480,71940,64236.87434,77,1289,Art,September,UK,GBP,19,Yes,36713,11,0
CID_01481,66158,97533.78117,16,1649,Technology,February,Canada,USD,10,No,37095,24,1
CID_01482,59049,37814.32069,19,1367,Film,March,USA,AUD,12,No,20439,17,0
CID_01483,62765,81898.37334,34,1966,Music,September,Canada,CAD,19,Yes,11612,1,1
CID_01484,35580,31660.46763,21,34,Art,October,Canada,CAD,0,Yes,55180,0,0
CID_01485,9616,13037.45259,42,1972,Art,February,Australia,EUR,7,Yes,14267,46,1
CID_01486,1048,1010.976197,39,1851,Technology,January,Australia,EUR,4,Yes,89675,24,0
CID_01487,71455,71248.50319,84,1412,Music,May,USA,AUD,8,Yes,45475,18,0
CID_01488,3460,2964.250829,50,1104,Technology,December,USA,USD,12,No,69241,40,0
CID_01489,78565,85538.84536,47,604,Games,January,Australia,USD,7,No,70786,34,1
CID_01490,34352,23329.72951,46,82,Film,July,Germany,AUD,6,No,82942,7,0
CID_01491,2590,3204.580148,85,912,Games,December,Australia,GBP,1,No,56005,43,1
CID_01492,65107,63301.40688,38,1030,Art,May,Canada,CAD,7,Yes,74765,45,0
CID_01493,81079,103670.0191,21,245,Art,May,Germany,EUR,12,Yes,73872,14,1
CID_01494,17297,14919.40889,56,1627,Technology,September,Canada,USD,12,No,51873,43,0
CID_01495,99081,64792.83163,41,651,Games,June,Canada,GBP,6,No,58840,29,0
CID_01496,16160,19546.13342,29,504,Art,December,Canada,USD,0,Yes,33620,24,1
CID_01497,71285,69548.25732,19,1319,Technology,June,UK,EUR,10,Yes,92159,43,0
CID_01498,86214,120433.8278,22,1819,Games,March,Germany,AUD,4,No,6919,48,1
CID_01499,23378,33197.38034,85,1343,Games,October,UK,AUD,13,No,39896,30,1
CID_01500,34121,49336.31788,39,159,Music,June,Australia,EUR,14,No,46167,16,1
CID_01501,30243,30044.79569,43,805,Games,December,Canada,CAD,13,No,71523,5,0
CID_01502,8477,9084.888182,56,1617,Art,September,Germany,GBP,19,No,61097,29,1
CID_01503,89991,73154.69232,45,531,Games,September,Canada,GBP,0,No,23320,20,0
CID_01504,76584,62940.76361,33,1824,Technology,July,USA,USD,12,No,93384,27,0
CID_01505,57048,34249.55557,35,927,Music,August,Germany,USD,5,No,52224,25,0
CID_01506,39555,36891.59895,72,1999,Film,May,Canada,AUD,5,Yes,9923,25,0
CID_01507,27650,29405.33526,27,186,Art,March,Canada,AUD,14,Yes,57981,19,1
CID_01508,63927,80571.43133,41,1525,Music,June,USA,GBP,0,Yes,92684,29,1
CID_01509,10767,15366.62185,44,120,Technology,March,Australia,AUD,8,No,80741,33,1
CID_01510,19014,17850.20579,84,436,Film,October,Germany,EUR,3,No,32283,22,0
CID_01511,56996,31715.02284,58,1336,Art,July,Australia,USD,14,No,66958,22,0
CID_01512,82984,102371.1045,59,711,Film,June,Canada,USD,17,Yes,21293,47,1
CID_01513,80949,55310.86254,50,1384,Technology,April,Australia,EUR,13,Yes,82260,44,0
CID_01514,50084,73225.29437,33,374,Technology,November,Australia,AUD,14,No,71152,11,1
CID_01515,40523,41197.57027,23,455,Music,August,Germany,AUD,18,Yes,70852,15,1
CID_01516,78704,99219.05887,54,983,Games,April,UK,USD,17,No,94138,49,1
CID_01517,69589,86615.34313,28,1264,Art,December,Canada,EUR,11,Yes,26620,17,1
CID_01518,83453,114051.7016,24,565,Technology,August,UK,GBP,10,Yes,29791,13,1
CID_01519,73582,92574.85293,41,1594,Technology,May,Germany,AUD,10,Yes,53734,16,1
CID_01520,26457,14531.28062,26,1988,Film,June,Canada,EUR,14,Yes,94288,30,0
CID_01521,3100,2968.554325,75,1265,Art,May,USA,EUR,14,No,48753,29,0
CID_01522,23683,31181.60602,88,248,Technology,March,Canada,USD,3,Yes,65418,2,1
CID_01523,36287,48965.93614,62,1208,Technology,March,USA,USD,5,No,38180,30,1
CID_01524,28574,35326.69146,21,1915,Music,May,USA,USD,19,Yes,50770,2,1
CID_01525,53164,78193.4099,87,459,Technology,January,Australia,USD,3,No,2997,45,1
CID_01526,46869,55287.13077,79,1229,Film,April,Canada,CAD,3,Yes,43152,25,1
CID_01527,13277,9175.108909,84,1256,Art,January,UK,USD,9,No,3705,32,0
CID_01528,75625,52469.8416,89,340,Film,May,UK,CAD,0,Yes,97142,26,0
CID_01529,47109,27199.55425,66,551,Games,April,Canada,CAD,2,No,74034,46,0
CID_01530,3931,3627.944086,88,1122,Film,April,Canada,AUD,11,No,32178,33,0
CID_01531,94392,98574.73352,15,882,Film,September,USA,CAD,11,Yes,25573,9,1
CID_01532,86312,107944.897,40,862,Games,March,Australia,GBP,6,No,95443,25,1
CID_01533,87609,99719.43497,31,1686,Technology,January,Canada,CAD,12,No,52562,10,1
CID_01534,54276,41490.6246,40,844,Art,August,Germany,AUD,15,No,59165,9,0
CID_01535,88003,59888.06257,87,1048,Music,February,USA,GBP,12,No,18035,47,0
CID_01536,27186,27136.62408,88,1934,Art,July,USA,USD,19,Yes,32276,23,0
CID_01537,24291,28058.80282,27,1592,Technology,October,Canada,CAD,17,No,63129,17,1
CID_01538,83400,59483.29626,31,891,Games,March,Australia,AUD,19,No,81168,22,0
CID_01539,17984,21928.32562,55,1153,Film,February,Germany,GBP,4,No,56980,26,1
CID_01540,54431,56786.07492,22,1120,Art,August,Canada,AUD,17,Yes,73915,15,1
CID_01541,78519,101040.1995,43,19,Technology,December,Germany,USD,3,Yes,9512,21,1
CID_01542,3010,2294.178672,45,1643,Technology,September,Australia,GBP,1,No,75107,1,0
CID_01543,14418,7245.16519,86,470,Art,October,Germany,GBP,16,No,11470,0,0
CID_01544,59298,88172.40828,27,198,Film,April,Australia,AUD,13,Yes,9366,23,1
CID_01545,66342,57462.07372,79,596,Music,April,Australia,USD,11,Yes,33152,42,0
CID_01546,77874,103315.2178,44,114,Technology,October,Canada,CAD,2,No,68987,19,1
CID_01547,76293,76875.45011,64,1185,Technology,June,Australia,GBP,0,No,36466,31,1
CID_01548,44120,25685.51357,21,117,Music,December,Germany,CAD,6,Yes,96549,30,0
CID_01549,59838,55326.38237,60,1361,Games,June,Australia,USD,11,No,22896,39,0
CID_01550,73007,58489.43882,35,234,Technology,June,Canada,GBP,4,No,10322,6,0
CID_01551,20966,21459.83828,89,1246,Games,January,USA,GBP,4,No,19500,7,1
CID_01552,93200,67624.4845,31,1799,Film,June,UK,USD,11,No,56410,39,0
CID_01553,18696,20653.46385,61,649,Film,August,USA,AUD,12,Yes,48838,11,1
CID_01554,13681,16194.52552,78,1684,Games,May,Australia,AUD,15,Yes,50212,1,1
CID_01555,38498,34262.63356,19,1076,Music,January,UK,USD,1,Yes,69210,21,0
CID_01556,43129,26384.14773,27,349,Film,March,Canada,CAD,13,No,54558,45,0
CID_01557,36789,46145.34803,84,1327,Technology,April,Canada,USD,3,Yes,56596,12,1
CID_01558,45196,27770.86647,71,1082,Games,June,UK,USD,16,Yes,1112,49,0
CID_01559,72884,50503.91271,81,249,Film,January,UK,EUR,3,Yes,49344,7,0
CID_01560,15153,10104.43747,61,1794,Technology,November,Australia,CAD,7,Yes,2108,41,0
CID_01561,77467,98207.54375,36,1565,Art,January,Canada,CAD,17,No,9041,10,1
CID_01562,26160,29286.53965,40,1342,Art,September,Germany,EUR,12,Yes,78855,29,1
CID_01563,75272,110534.2463,82,1318,Art,January,Australia,AUD,7,No,60632,18,1
CID_01564,38058,28999.31933,83,863,Film,October,Germany,EUR,12,No,34762,27,0
CID_01565,96275,89391.53359,26,1293,Games,April,Canada,GBP,0,Yes,11519,24,0
CID_01566,42597,40692.01244,70,158,Technology,January,USA,GBP,5,Yes,47935,14,0
CID_01567,28582,26494.80575,21,1772,Film,June,Australia,GBP,13,No,59705,43,0
CID_01568,92013,100986.0303,50,763,Film,March,Germany,USD,6,No,74921,26,1
CID_01569,69360,63416.00404,59,524,Technology,July,USA,CAD,9,No,79229,4,0
CID_01570,5183,6662.902451,72,781,Games,March,Germany,EUR,15,Yes,24911,40,1
CID_01571,66239,40570.70933,87,616,Art,September,UK,GBP,15,Yes,27561,10,0
CID_01572,73455,99108.39678,60,1395,Art,January,UK,EUR,9,Yes,17955,0,1
CID_01573,30026,41243.0726,77,760,Film,July,USA,GBP,14,No,18072,19,1
CID_01574,74498,53677.95956,66,1545,Technology,April,UK,EUR,9,No,39422,43,0
CID_01575,56026,61545.58238,71,429,Film,April,UK,CAD,8,No,38777,40,1
CID_01576,82060,97993.44191,83,947,Film,May,Germany,GBP,0,No,74223,42,1
CID_01577,34447,49259.67493,80,502,Art,May,USA,AUD,10,Yes,53061,31,1
CID_01578,85980,88675.90615,51,1189,Games,March,Canada,CAD,12,No,46461,16,1
CID_01579,63287,59565.40671,89,1855,Games,January,Canada,AUD,4,Yes,27241,48,0
CID_01580,20659,13375.59298,36,258,Technology,April,USA,AUD,13,No,19431,28,0
CID_01581,48973,44311.53394,37,1275,Art,May,UK,USD,0,Yes,79968,5,0
CID_01582,35891,25239.90228,72,1830,Games,November,Australia,EUR,9,No,80384,8,0
CID_01583,27986,15911.0943,32,1941,Film,June,Germany,USD,5,No,81132,45,0
CID_01584,74249,47928.13017,45,228,Music,November,Australia,AUD,13,No,2963,15,0
CID_01585,46298,49175.94214,36,1097,Art,August,USA,AUD,6,Yes,30860,0,1
CID_01586,86737,87202.97403,79,1000,Music,March,Australia,GBP,11,Yes,64476,29,1
CID_01587,75010,70561.17316,46,122,Music,July,UK,AUD,6,No,4086,33,0
CID_01588,88211,124523.7861,32,906,Art,October,USA,USD,19,Yes,8273,42,1
CID_01589,20679,24047.64216,22,471,Games,November,Germany,USD,13,Yes,87028,27,1
CID_01590,73914,43655.64535,48,185,Film,April,Canada,CAD,15,No,28815,9,0
CID_01591,41493,50630.63069,59,63,Film,January,USA,GBP,0,Yes,8487,29,1
CID_01592,62172,65801.56415,55,1383,Music,February,USA,EUR,0,No,28341,31,1
CID_01593,3460,4772.719977,45,164,Games,January,USA,GBP,1,No,73380,33,1
CID_01594,9844,6772.657095,86,1752,Music,June,Canada,CAD,10,Yes,4848,10,0
CID_01595,21074,27156.49567,23,629,Film,April,USA,CAD,17,No,8807,10,1
CID_01596,92961,52972.63883,43,469,Film,January,USA,USD,2,Yes,35478,19,0
CID_01597,54627,37104.31387,48,1169,Games,January,USA,GBP,0,No,50785,0,0
CID_01598,39235,23538.17255,34,112,Technology,August,USA,AUD,18,Yes,94449,2,0
CID_01599,21865,15677.28642,81,1702,Games,November,UK,GBP,18,No,35980,14,0
CID_01600,89557,91609.54815,36,1588,Film,August,Canada,CAD,14,No,770,6,1
CID_01601,3008,2858.400221,62,277,Art,January,Canada,EUR,12,No,24947,43,0
CID_01602,36869,53429.31133,68,1780,Music,May,UK,AUD,13,Yes,99090,5,1
CID_01603,91227,120467.983,54,991,Games,June,Canada,GBP,15,Yes,16973,38,1
CID_01604,28597,28709.96017,39,1284,Games,April,Australia,GBP,6,No,17017,34,1
CID_01605,86352,93096.29885,29,1351,Games,January,Canada,EUR,11,Yes,3481,45,1
CID_01606,98788,58503.72153,63,1209,Technology,June,Canada,AUD,8,Yes,62989,39,0
CID_01607,81233,42595.34315,21,264,Film,October,Australia,AUD,1,Yes,1076,21,0
CID_01608,88340,49184.88552,44,1306,Technology,September,Australia,AUD,17,Yes,67113,36,0
CID_01609,71838,43895.34308,70,1782,Art,March,Canada,CAD,14,Yes,72865,28,0
CID_01610,30869,23287.55804,48,190,Music,February,Australia,GBP,3,No,31452,16,0
CID_01611,13509,19435.27248,75,1560,Art,February,UK,AUD,10,No,73211,44,1
CID_01612,48617,60907.48481,76,1435,Technology,May,USA,USD,10,Yes,31005,46,1
CID_01613,4387,2649.640058,28,839,Art,December,UK,USD,8,Yes,12110,37,0
CID_01614,34090,37631.41707,57,1718,Games,April,Canada,GBP,3,No,9548,10,1
CID_01615,37120,36177.58595,61,480,Music,November,Germany,CAD,10,No,84200,19,0
CID_01616,53037,45832.54986,44,889,Film,November,UK,CAD,16,No,49961,10,0
CID_01617,8560,10157.56607,68,855,Music,December,Germany,EUR,6,No,22246,35,1
CID_01618,55885,68700.36078,51,371,Games,October,Canada,EUR,11,No,9967,49,1
CID_01619,69651,96270.41791,44,486,Music,November,Canada,EUR,0,Yes,43242,17,1
CID_01620,76683,78115.1357,56,14,Music,October,Canada,AUD,8,No,83369,41,1
CID_01621,92425,138141.0233,30,1945,Art,May,Germany,AUD,8,Yes,27102,25,1
CID_01622,35557,35068.01424,73,983,Technology,September,Australia,CAD,13,No,14448,27,0
CID_01623,29875,40698.6906,26,1804,Technology,March,UK,AUD,6,Yes,26004,37,1
CID_01624,35228,46908.68808,80,481,Music,September,USA,GBP,5,No,644,44,1
CID_01625,55306,55705.33846,64,1547,Film,September,UK,USD,14,Yes,62705,8,1
CID_01626,47465,38736.53677,51,659,Games,October,Germany,GBP,6,No,76579,35,0
CID_01627,32971,29608.2819,85,1662,Music,December,Germany,USD,18,Yes,96186,13,0
CID_01628,8641,12201.29367,26,87,Games,March,Canada,EUR,3,No,6609,22,1
CID_01629,54776,28660.17214,70,786,Technology,October,USA,CAD,3,No,87401,27,0
CID_01630,42248,47010.45914,60,873,Music,April,Germany,AUD,12,Yes,66219,2,1
CID_01631,18599,21527.64681,36,1125,Technology,July,Canada,EUR,7,Yes,85606,6,1
CID_01632,96470,137279.9803,82,1065,Film,August,Canada,AUD,3,No,49012,6,1
CID_01633,34753,38229.85895,65,1346,Technology,November,UK,GBP,12,No,52586,1,1
CID_01634,39942,57591.62318,76,45,Technology,November,UK,GBP,4,No,55715,27,1
CID_01635,51170,47567.66244,68,1471,Music,April,Germany,GBP,19,Yes,55100,5,0
CID_01636,71741,54237.32177,57,1764,Games,October,UK,AUD,13,Yes,98548,34,0
CID_01637,20396,30372.22142,41,300,Art,May,Canada,USD,17,Yes,35684,3,1
CID_01638,10495,9439.245571,32,748,Film,August,Germany,EUR,11,No,8585,21,0
CID_01639,83477,67850.96619,45,1144,Music,July,USA,USD,18,No,48115,1,0
CID_01640,84191,70770.08261,26,1758,Film,November,UK,USD,10,Yes,37017,11,0
CID_01641,61898,56230.87623,20,1814,Film,December,UK,CAD,1,Yes,6102,41,0
CID_01642,14853,11086.60856,16,582,Art,January,UK,EUR,3,No,16737,21,0
CID_01643,37612,30591.94601,85,1945,Art,December,Germany,CAD,5,No,34727,20,0
CID_01644,68569,66161.08588,66,705,Games,September,UK,USD,3,Yes,45446,47,0
CID_01645,59690,73741.51987,45,1149,Art,September,Canada,GBP,15,No,61120,19,1
CID_01646,42503,49921.17059,25,1919,Technology,May,UK,GBP,4,Yes,17108,44,1
CID_01647,92636,56126.11844,57,101,Film,July,USA,AUD,16,Yes,50053,36,0
CID_01648,37468,48429.79884,32,67,Music,January,Germany,AUD,3,No,19662,18,1
CID_01649,99354,114950.4724,34,784,Film,July,UK,CAD,4,Yes,72433,16,1
CID_01650,53403,75088.35973,63,1338,Games,September,Australia,USD,2,No,92311,24,1
CID_01651,97065,119116.881,58,281,Games,June,UK,GBP,10,Yes,48908,16,1
CID_01652,4161,2149.296026,57,1969,Film,April,Australia,USD,3,Yes,14698,46,0
CID_01653,87628,108069.8466,19,788,Film,April,Australia,GBP,10,No,34754,15,1
CID_01654,38197,43720.07016,15,1982,Film,August,Australia,GBP,3,No,88260,5,1
CID_01655,47910,65536.41359,31,446,Film,March,UK,USD,15,Yes,33711,0,1
CID_01656,17263,15882.02999,74,158,Art,March,Canada,USD,18,Yes,69362,15,0
CID_01657,38766,36569.08133,59,1979,Music,March,UK,AUD,18,Yes,32483,37,0
CID_01658,49061,70902.05457,34,1559,Film,November,Canada,USD,2,No,41535,25,1
CID_01659,32032,40269.09834,30,1222,Games,July,Germany,EUR,12,No,64238,17,1
CID_01660,38317,54886.71991,78,1436,Technology,June,Canada,GBP,3,Yes,25061,49,1
CID_01661,50437,25300.52077,75,1868,Music,May,UK,AUD,6,Yes,79772,48,0
CID_01662,96350,139975.3054,31,108,Technology,November,Australia,CAD,4,No,88492,28,1
CID_01663,64664,57063.74408,28,1029,Technology,July,Germany,EUR,16,Yes,66056,28,0
CID_01664,87697,46897.9436,31,1645,Film,March,USA,USD,2,Yes,23393,30,0
CID_01665,84853,70500.76308,17,1454,Film,June,Canada,GBP,6,No,48331,8,0
CID_01666,82336,86830.92208,52,838,Art,June,UK,USD,1,Yes,58556,14,1
CID_01667,56206,70834.8153,35,702,Music,February,Canada,CAD,17,No,77013,26,1
CID_01668,50869,44806.98109,32,971,Art,April,Germany,GBP,15,No,67479,1,0
CID_01669,12595,15098.56915,71,1035,Music,December,UK,USD,6,Yes,28392,31,1
CID_01670,82392,121948.3968,24,482,Technology,April,Germany,CAD,17,No,59440,32,1
CID_01671,61190,89763.80557,77,1659,Art,January,UK,GBP,4,Yes,99993,32,1
CID_01672,30900,43101.87701,69,829,Technology,July,Australia,CAD,14,Yes,94053,20,1
CID_01673,99865,102124.4973,89,1157,Games,August,Australia,EUR,6,Yes,3118,25,1
CID_01674,78189,105213.5951,38,1012,Games,March,Australia,EUR,12,Yes,84798,25,1
CID_01675,97443,58091.06346,56,1812,Music,September,UK,GBP,8,No,86844,43,0
CID_01676,84032,98234.65919,24,1758,Music,March,Germany,USD,16,Yes,96683,25,1
CID_01677,56425,81979.40265,83,621,Games,September,USA,CAD,8,No,53659,4,1
CID_01678,72848,94199.64861,63,633,Technology,September,Australia,USD,4,Yes,31839,42,1
CID_01679,80860,47576.98955,43,58,Art,October,UK,GBP,6,Yes,92474,3,0
CID_01680,53122,26928.07258,21,1485,Art,June,Germany,GBP,4,No,51157,13,0
CID_01681,81560,94253.17422,79,1485,Art,December,Australia,AUD,17,No,41448,40,1
CID_01682,7805,6711.360275,82,364,Film,December,Australia,AUD,16,Yes,52083,2,0
CID_01683,51140,38076.3436,46,1734,Technology,April,Germany,AUD,4,No,76456,38,0
CID_01684,72511,47003.96398,88,974,Music,September,USA,AUD,11,Yes,61199,15,0
CID_01685,5576,7537.984667,16,1579,Technology,February,UK,EUR,1,No,39931,10,1
CID_01686,33747,23049.58131,42,1639,Art,January,USA,AUD,0,Yes,12409,35,0
CID_01687,40374,54350.48638,70,1732,Games,June,Canada,EUR,3,Yes,574,21,1
CID_01688,21834,16868.65929,20,746,Games,April,UK,USD,1,No,28828,15,0
CID_01689,33669,48602.92453,41,138,Art,October,Canada,CAD,13,Yes,65278,48,1
CID_01690,96771,93291.08126,75,29,Technology,December,USA,CAD,17,Yes,78621,41,0
CID_01691,50556,47989.44903,20,353,Art,June,UK,AUD,0,No,24136,12,0
CID_01692,19432,11665.19377,32,1586,Music,August,Canada,USD,1,No,71671,32,0
CID_01693,69628,72209.51857,64,1834,Music,June,UK,CAD,11,Yes,72510,28,1
CID_01694,32740,19767.54921,80,1149,Technology,September,Canada,CAD,19,Yes,85704,42,0
